EmployeeID,FirstName,LastName,DateOfBirth,JobTitle,Salary,DepartmentID,Email
965,David,Smith,2005-10-09,Sales Representative,49086.30,5,pbrown@hotmail.com
966,Steven,Rojas,1970-02-27,Sales Representative,114465.49,4,grosscraig@contreras.info
967,Vanessa,Trujillo,1982-06-28,Intern,67120.28,3,zgomez@thompson.com
968,Debra,Browning,1990-07-05,Consultant,38384.42,1,adam00@hotmail.com
969,Michael,Davis,1986-08-05,Senior Developer,94570.85,,ucervantes@wagner-smith.com
970,Brandon,Gonzales,1999-01-15,Consultant,79952.57,1,carolinemartinez@gmail.com
971,Stephen,Bailey,2001-11-16,Sales Representative,52048.24,2,gabriellaparker@yahoo.com
972,Ann,Williams,1969-11-18,Senior Developer,58170.24,4,nicholas95@perez-thomas.com
973,Brian,Mccullough,1990-04-05,HR Manager,43537.57,2,crystal49@yahoo.com
974,Adam,Solis,2000-03-03,Sales Representative,59476.32,2,kimbenson@abbott.net
975,Anna,Griffith,1995-01-15,Sales Representative,89277.05,,vpatel@gmail.com
976,William,Dunn,1978-07-20,HR Manager,84388.26,,sheri84@jenkins.com
977,Joe,Bright,1993-10-07,Consultant,105778.04,4,trojas@scott.com
978,Richard,Martinez,1996-06-05,Senior Developer,63844.97,,moranandrew@gmail.com
979,Amy,Kramer,1968-03-07,Senior Developer,63264.40,2,lori85@gmail.com
980,Amy,Jones,2001-06-25,Sales Representative,99949.82,1,dawn88@smith-simpson.org
981,Eric,Wang,1960-08-20,Senior Developer,119338.01,3,kimberly59@johnson.net
982,Xavier,Reyes,1992-03-04,Sales Representative,116316.83,2,robert12@yahoo.com
983,James,Meyers,1960-05-28,Intern,35193.78,3,howardbryan@hotmail.com
984,Charles,Davis,1992-11-14,Senior Developer,46792.63,3,danielle06@yahoo.com
985,Andrew,Hall,1965-09-27,Consultant,106959.78,5,sharon47@long.biz
986,Jeffrey,Ramirez,2002-12-25,Intern,118991.28,,leephyllis@yahoo.com
987,Jonathan,Vasquez,1981-02-13,Senior Developer,91874.66,1,sstewart@allen.info
988,Jenna,Cook,1997-07-12,Consultant,102046.77,5,whurst@cortez.com
989,Daniel,Frye,1965-02-28,HR Manager,89216.75,2,erush@gmail.com
990,Lisa,Jones,2002-07-03,HR Manager,62845.52,5,irwinmario@hotmail.com
991,Eddie,Pope,2003-06-28,Senior Developer,64413.68,,kingcrystal@nguyen.com
992,Harold,Molina,1999-08-28,Consultant,77513.75,5,brookerose@yahoo.com
993,Amanda,Riley,1999-06-28,Intern,39415.49,2,fcampos@gmail.com
994,Brandon,Martinez,1999-08-14,Intern,88189.13,3,estevens@cook-brown.info
995,Tonya,Davis,1992-08-25,Sales Representative,95654.98,5,yhanson@harper.com
996,Sara,Carter,1978-02-03,Senior Developer,58847.68,1,davisrhonda@juarez-rangel.biz
997,James,Daniel,1979-08-15,Consultant,74781.58,4,perryeric@martinez.com
998,David,Noble,1998-07-12,Sales Representative,93908.69,4,samantha01@yahoo.com
999,Robin,Roberson,1992-07-24,Sales Representative,30254.36,2,zscott@gmail.com
1000,Andrea,Tucker,1991-07-11,Consultant,37205.14,4,jeremy47@stewart.biz
